"ID";"Nazwa";"Adresy URL zdjęcia (x,y,z...)";"Opis";"Cecha(Nazwa:Wartość:Pozycja:Indywidualne)";"Cena zawiera podatek. (brutto)";"ID reguły podatku";"Kategorie (x,y,z...)";"Marka";"Indeks #";"Podsumowanie";"Ilość"
"221";"Lampa Sufitowa Plafon Loft Nowoczesna";"https://light-home.pl/5090-thickbox_default/lampa-sufitowa-plafon-loft-nowoczesna.jpg,https://light-home.pl/5091-thickbox_default/lampa-sufitowa-plafon-loft-nowoczesna.jpg,https://light-home.pl/5092-thickbox_default/lampa-sufitowa-plafon-loft-nowoczesna.jpg,https://light-home.pl/5093-thickbox_default/lampa-sufitowa-plafon-loft-nowoczesna.jpg,https://light-home.pl/5094-thickbox_default/lampa-sufitowa-plafon-loft-nowoczesna.jpg,https://light-home.pl/5095-thickbox_default/lampa-sufitowa-plafon-loft-nowoczesna.jpg,https://light-home.pl/5096-thickbox_default/lampa-sufitowa-plafon-loft-nowoczesna.jpg,https://light-home.pl/5097-thickbox_default/lampa-sufitowa-plafon-loft-nowoczesna.jpg,https://light-home.pl/5098-thickbox_default/lampa-sufitowa-plafon-loft-nowoczesna.jpg,https://light-home.pl/5099-thickbox_default/lampa-sufitowa-plafon-loft-nowoczesna.jpg,";"<p><strong>Lampa plafon loft nowoczesna</strong></p>";"Materiały wykonania:Metal malowany proszkowo:1,Kolor:Biały:2,Kolor:Czarny:3,Wymiary:Szerokość 36 cm/ średnica podstawy 30 cm:4,Wymiary Klosza:Średnica 18 cm/ wysokość 13 cm:5,Regulacja kąta światła:Tak/ pod dowolnym kątem i kierunkiem:6,Zasilanie:~230 [V] / nie wymaga transformatora/ możliwość podłączenia pod podwójny przełącznik:7,Kompatybilne żarówki:LED / energooszczędna / zwykła / max 60W/ brak w zestawie:8,Rodzaj gwintu:żarówka gwint E27:9,Gwarancja:24 miesiące:10,Rodzaj klosza:Metalowy:11,Styl:Nowoczesny:12,Styl:Loft:13,Ilość źródeł światła:3 źródła:14,Regulacja wysokości:Nie:15,";"125,00 zł";"1";"29";"Light Home ";"";"";"10"
"222";"Lampa Sufitowa Nowoczesna Plafon Metal";"https://light-home.pl/5100-thickbox_default/lampa-sufitowa-nowoczesna-plafon-metal.jpg,https://light-home.pl/5101-thickbox_default/lampa-sufitowa-nowoczesna-plafon-metal.jpg,https://light-home.pl/5102-thickbox_default/lampa-sufitowa-nowoczesna-plafon-metal.jpg,https://light-home.pl/5103-thickbox_default/lampa-sufitowa-nowoczesna-plafon-metal.jpg,https://light-home.pl/5104-thickbox_default/lampa-sufitowa-nowoczesna-plafon-metal.jpg,https://light-home.pl/5105-thickbox_default/lampa-sufitowa-nowoczesna-plafon-metal.jpg,https://light-home.pl/5106-thickbox_default/lampa-sufitowa-nowoczesna-plafon-metal.jpg,https://light-home.pl/5107-thickbox_default/lampa-sufitowa-nowoczesna-plafon-metal.jpg,https://light-home.pl/5108-thickbox_default/lampa-sufitowa-nowoczesna-plafon-metal.jpg,https://light-home.pl/5109-thickbox_default/lampa-sufitowa-nowoczesna-plafon-metal.jpg,https://light-home.pl/5110-thickbox_default/lampa-sufitowa-nowoczesna-plafon-metal.jpg,https://light-home.pl/5111-thickbox_default/lampa-sufitowa-nowoczesna-plafon-metal.jpg,";"<p> </p>";"Materiały wykonania:metal malowany proszkowo:1,Kolor:biały / czarny / grafit z brokatem:2,Wymiary:Wysokość 20 cm/ szerokość 46 cm/ szerokość listwy 40 cm:3,Wymiary Klosza:Średnica 12 cm/ wysokość 8 cm:4,Regulacja kąta światła:Tak/ pod dowolnym kątem i kierunkiem:5,Zasilanie:~230 [V] / nie wymaga transformatora/ możliwość podłączenia pod podwójny przełącznik:6,Kompatybilne żarówki:E27 / LED / energooszczędna / zwykła / max 60W / brak w zestawie:7,Gwarancja:24 miesiące:8,";"89,00 zł";"1";"29";"Light Home ";"";"";"10"
"223";"Lampa Sufitowa na Listwie Regulowana Nowoczesna";"https://light-home.pl/5112-thickbox_default/lampa-sufitowa-na-listwie-regulowana-nowoczesna.jpg,https://light-home.pl/5113-thickbox_default/lampa-sufitowa-na-listwie-regulowana-nowoczesna.jpg,https://light-home.pl/5114-thickbox_default/lampa-sufitowa-na-listwie-regulowana-nowoczesna.jpg,https://light-home.pl/5115-thickbox_default/lampa-sufitowa-na-listwie-regulowana-nowoczesna.jpg,https://light-home.pl/5116-thickbox_default/lampa-sufitowa-na-listwie-regulowana-nowoczesna.jpg,https://light-home.pl/5117-thickbox_default/lampa-sufitowa-na-listwie-regulowana-nowoczesna.jpg,https://light-home.pl/5118-thickbox_default/lampa-sufitowa-na-listwie-regulowana-nowoczesna.jpg,https://light-home.pl/5119-thickbox_default/lampa-sufitowa-na-listwie-regulowana-nowoczesna.jpg,https://light-home.pl/5120-thickbox_default/lampa-sufitowa-na-listwie-regulowana-nowoczesna.jpg,https://light-home.pl/5121-thickbox_default/lampa-sufitowa-na-listwie-regulowana-nowoczesna.jpg,https://light-home.pl/5122-thickbox_default/lampa-sufitowa-na-listwie-regulowana-nowoczesna.jpg,";"<p>Plafon stworzony w minimalistycznym stylu, który doda Twoim wnętrzom oryginalności i blasku. Klosze o niepowtarzalnym kształcie czynią lampę odpowiednią do nowoczesnych jak i klasycznych pomieszczeń.<br><br/></br></p>";"Materiały wykonania:metal malowany proszkowo:1,Kolor:biały / czarny / grafit z brokatem:2,Wymiary:Wysokość 20 cm/ szerokość 60 cm/ szerokość listwy 66 cm:3,Wymiary Klosza:Średnica 12 cm/ wysokość 8 cm:4,Regulacja kąta światła:Tak/ pod dowolnym kątem i kierunkiem:5,Zasilanie:~230 [V] / nie wymaga transformatora/ możliwość podłączenia pod podwójny przełącznik:6,Kompatybilne żarówki:E27 / LED / energooszczędna / zwykła / max 60W / brak w zestawie:7,Gwarancja:24 miesiące:8,";"119,00 zł";"1";"29";"Light Home ";"";"";"10"
"224";"Lampa Sufitowa Nowoczesna Żyrandol LED";"https://light-home.pl/5123-thickbox_default/lampa-sufitowa-nowoczesna-zyrandol-led.jpg,https://light-home.pl/5124-thickbox_default/lampa-sufitowa-nowoczesna-zyrandol-led.jpg,https://light-home.pl/5125-thickbox_default/lampa-sufitowa-nowoczesna-zyrandol-led.jpg,https://light-home.pl/5126-thickbox_default/lampa-sufitowa-nowoczesna-zyrandol-led.jpg,https://light-home.pl/5127-thickbox_default/lampa-sufitowa-nowoczesna-zyrandol-led.jpg,https://light-home.pl/5128-thickbox_default/lampa-sufitowa-nowoczesna-zyrandol-led.jpg,https://light-home.pl/5129-thickbox_default/lampa-sufitowa-nowoczesna-zyrandol-led.jpg,https://light-home.pl/5130-thickbox_default/lampa-sufitowa-nowoczesna-zyrandol-led.jpg,https://light-home.pl/5131-thickbox_default/lampa-sufitowa-nowoczesna-zyrandol-led.jpg,https://light-home.pl/5132-thickbox_default/lampa-sufitowa-nowoczesna-zyrandol-led.jpg,https://light-home.pl/5133-thickbox_default/lampa-sufitowa-nowoczesna-zyrandol-led.jpg,https://light-home.pl/5134-thickbox_default/lampa-sufitowa-nowoczesna-zyrandol-led.jpg,";"<p>Chcesz dodać swoim wnętrzom nowoczesności i niepowtarzalnego wyglądu? Lampa sufitowa z trzema designerskimi kloszami pomoże Ci zbudować magiczny nastrój w pomieszczeniu.<br><br/></br></p>";"Materiały wykonania:metal malowany proszkowo:1,Kolor:biały / czarny / grafit z brokatem:2,Wymiary:Wysokość 20 cm/ szerokość 60 cm/ szerokość listwy 66 cm:3,Wymiary Klosza:Średnica 12 cm/ wysokość 8 cm:4,Regulacja kąta światła:Tak/ pod dowolnym kątem i kierunkiem:5,Zasilanie:~230 [V] / nie wymaga transformatora/ możliwość podłączenia pod podwójny przełącznik:6,Kompatybilne żarówki:E27 / LED / energooszczędna / zwykła / max 60W / brak w zestawie:7,Gwarancja:24 miesiące:8,";"119,00 zł";"1";"29";"Light Home ";"";"";"10"
"225";"Lampa Sufitowa Metalowa Wisząca Nowoczesna";"https://light-home.pl/5135-thickbox_default/lampa-sufitowa-metalowa-wiszaca-nowoczesna.jpg,https://light-home.pl/5136-thickbox_default/lampa-sufitowa-metalowa-wiszaca-nowoczesna.jpg,https://light-home.pl/5137-thickbox_default/lampa-sufitowa-metalowa-wiszaca-nowoczesna.jpg,https://light-home.pl/5138-thickbox_default/lampa-sufitowa-metalowa-wiszaca-nowoczesna.jpg,https://light-home.pl/5139-thickbox_default/lampa-sufitowa-metalowa-wiszaca-nowoczesna.jpg,https://light-home.pl/5140-thickbox_default/lampa-sufitowa-metalowa-wiszaca-nowoczesna.jpg,https://light-home.pl/5141-thickbox_default/lampa-sufitowa-metalowa-wiszaca-nowoczesna.jpg,https://light-home.pl/5142-thickbox_default/lampa-sufitowa-metalowa-wiszaca-nowoczesna.jpg,https://light-home.pl/5143-thickbox_default/lampa-sufitowa-metalowa-wiszaca-nowoczesna.jpg,https://light-home.pl/5144-thickbox_default/lampa-sufitowa-metalowa-wiszaca-nowoczesna.jpg,https://light-home.pl/5145-thickbox_default/lampa-sufitowa-metalowa-wiszaca-nowoczesna.jpg,https://light-home.pl/5146-thickbox_default/lampa-sufitowa-metalowa-wiszaca-nowoczesna.jpg,https://light-home.pl/5147-thickbox_default/lampa-sufitowa-metalowa-wiszaca-nowoczesna.jpg,";"<p>Niezwykle designerska lampa, która pasuje zarówno do wnętrz nowoczesnych jak i klasycznych. Minimalistyczny styl oświetlenia stanie zachwycającą dekoracją Twoich wnętrz.<br><br/></br></p>";"Materiały wykonania:metal malowany proszkowo:1,Kolor:biały / czarny / grafit z brokatem:2,Wymiary:Wysokość 30 cm/ szerokość 36 cm/ szerokość podstawy 30 cm:3,Wymiary Klosza:Średnica 12 cm/ wysokość 8 cm:4,Regulacja kąta światła:Nie:5,Zasilanie:~230 [V] / nie wymaga transformatora/ możliwość podłączenia pod podwójny przełącznik:6,Kompatybilne żarówki:E27 / LED / energooszczędna / zwykła / max 60W / brak w zestawie:7,Gwarancja:24 miesiące:8,";"119,00 zł";"1";"42";"Light Home ";"";"";"10"
"226";"Stylowy Kinkiet Lampa Ścienna Metal Trzy Kolory";"https://light-home.pl/5148-thickbox_default/stylowy-kinkiet-lampa-scienna-metal-trzy-kolory.jpg,https://light-home.pl/5149-thickbox_default/stylowy-kinkiet-lampa-scienna-metal-trzy-kolory.jpg,https://light-home.pl/5150-thickbox_default/stylowy-kinkiet-lampa-scienna-metal-trzy-kolory.jpg,https://light-home.pl/5151-thickbox_default/stylowy-kinkiet-lampa-scienna-metal-trzy-kolory.jpg,https://light-home.pl/5152-thickbox_default/stylowy-kinkiet-lampa-scienna-metal-trzy-kolory.jpg,https://light-home.pl/5153-thickbox_default/stylowy-kinkiet-lampa-scienna-metal-trzy-kolory.jpg,https://light-home.pl/5154-thickbox_default/stylowy-kinkiet-lampa-scienna-metal-trzy-kolory.jpg,https://light-home.pl/5155-thickbox_default/stylowy-kinkiet-lampa-scienna-metal-trzy-kolory.jpg,https://light-home.pl/5156-thickbox_default/stylowy-kinkiet-lampa-scienna-metal-trzy-kolory.jpg,https://light-home.pl/5157-thickbox_default/stylowy-kinkiet-lampa-scienna-metal-trzy-kolory.jpg,";"<p>Przekonaj się, jak stylową ozdobą pomieszczenia może zostać lampa! Kinkiet znakomicie komponuje się z wnętrzami w stylu nowoczesnym, retro, klasycznym czy industrialnym.<br><br/></br></p>";"Materiały wykonania:metal malowany proszkowo:1,Kolor:biały / czarny / grafit z brokatem:2,Wymiary:Szerokość 18 cm/ wysokość 18 cm:3,Wymiary Klosza:Średnica 12 cm/ wysokość 8 cm:4,Regulacja kąta światła:Nie:5,Zasilanie: ~230[V]/ nie wymaga transformatora:6,Kompatybilne żarówki:E27 / LED / energooszczędna / zwykła / max 60W / brak w zestawie:7,Gwarancja:24 miesiące:8,";"49,00 zł";"1";"41";"Light Home ";"";"";"10"
"227";"Lampa Sufitowa Nowoczesna Czarna Ruchoma";"https://light-home.pl/5159-thickbox_default/lampa-sufitowa-nowoczesna-czarna-ruchoma.jpg,https://light-home.pl/5160-thickbox_default/lampa-sufitowa-nowoczesna-czarna-ruchoma.jpg,https://light-home.pl/5161-thickbox_default/lampa-sufitowa-nowoczesna-czarna-ruchoma.jpg,https://light-home.pl/5162-thickbox_default/lampa-sufitowa-nowoczesna-czarna-ruchoma.jpg,https://light-home.pl/5163-thickbox_default/lampa-sufitowa-nowoczesna-czarna-ruchoma.jpg,https://light-home.pl/5164-thickbox_default/lampa-sufitowa-nowoczesna-czarna-ruchoma.jpg,https://light-home.pl/5165-thickbox_default/lampa-sufitowa-nowoczesna-czarna-ruchoma.jpg,https://light-home.pl/5167-thickbox_default/lampa-sufitowa-nowoczesna-czarna-ruchoma.jpg,https://light-home.pl/5168-thickbox_default/lampa-sufitowa-nowoczesna-czarna-ruchoma.jpg,";"<p>Wprowadź do swoich wnętrz nowoczesność i elegancję. Lampa sufitowa fantastycznie udekoruje Twoje wnętrza, nadając im niepowtarzalnego nastroju.<br><br/></br></p>";"Materiały wykonania:Metal malowany proszkowo:1,Kolor:Czarny:2,Wymiary:Szerokość max. 60 cm/ szerokość listwy 40 cm:3,Wymiary Klosza:Szerokość 14 cm/ wysokość 12/5 cm:4,Regulacja kąta światła:Tak/ pod dowolnym kątem i kierunkiem:5,Zasilanie:~230 [V] / nie wymaga transformatora/ możliwość podłączenia pod podwójny przełącznik:6,Kompatybilne żarówki:LED / energooszczędna / zwykła / max 60W/ brak w zestawie:7,Rodzaj gwintu:żarówka gwint E27:8,Gwarancja:24 miesiące:9,Rodzaj klosza:Metalowy:10,Styl:Loft:11,Styl:Nowoczesny:12,Ilość źródeł światła:2 źródła:13,Regulacja wysokości:Nie:14,";"99,00 zł";"1";"29";"Light Home ";"TORI 2010/2/L";"TORI 2010/2/L";"10"
"228";"Czarna Lampa Sufitowa Nowoczesna Plafon LED";"https://light-home.pl/5170-thickbox_default/czarna-lampa-sufitowa-nowoczesna-plafon-led.jpg,https://light-home.pl/5171-thickbox_default/czarna-lampa-sufitowa-nowoczesna-plafon-led.jpg,https://light-home.pl/5172-thickbox_default/czarna-lampa-sufitowa-nowoczesna-plafon-led.jpg,https://light-home.pl/5173-thickbox_default/czarna-lampa-sufitowa-nowoczesna-plafon-led.jpg,https://light-home.pl/5174-thickbox_default/czarna-lampa-sufitowa-nowoczesna-plafon-led.jpg,https://light-home.pl/5175-thickbox_default/czarna-lampa-sufitowa-nowoczesna-plafon-led.jpg,https://light-home.pl/5176-thickbox_default/czarna-lampa-sufitowa-nowoczesna-plafon-led.jpg,https://light-home.pl/5177-thickbox_default/czarna-lampa-sufitowa-nowoczesna-plafon-led.jpg,https://light-home.pl/5178-thickbox_default/czarna-lampa-sufitowa-nowoczesna-plafon-led.jpg,";"<p>Klasyczny rodzaj lampy sufitowej, którego wygląd przykuwa spojrzenia i czyni wnętrza niepowtarzalnymi. Minimalistyczny design plafonu świetnie komponuje się ze wszystkimi stylami wnętrz.<br><br/></br></p>";"Materiały wykonania:Metal malowany proszkowo:1,Kolor:Czarny:2,Wymiary:Szerokość max. 80 cm/ szerokość listwy 60 cm:3,Wymiary Klosza:Szerokość 14 cm/ wysokość 12/5 cm:4,Regulacja kąta światła:Tak/ pod dowolnym kątem i kierunkiem:5,Zasilanie:~230 [V] / nie wymaga transformatora/ możliwość podłączenia pod podwójny przełącznik:6,Kompatybilne żarówki:LED / energooszczędna / zwykła / max 60W/ brak w zestawie:7,Rodzaj gwintu:żarówka gwint E27:8,Gwarancja:24 miesiące:9,Rodzaj klosza:Metalowy:10,Styl:Loft:11,Styl:Nowoczesny:12,Ilość źródeł światła:3 źródła:13,Regulacja wysokości:Nie:14,";"119,00 zł";"1";"29";"Light Home ";"TORI 2010/3/L";"TORI 2010/3/L";"10"
"229";"Lampa Sufitowa Żyrandol Nowoczesny Regulacja Kloszy";"https://light-home.pl/5180-thickbox_default/lampa-sufitowa-zyrandol-nowoczesny-regulacja-kloszy.jpg,https://light-home.pl/5181-thickbox_default/lampa-sufitowa-zyrandol-nowoczesny-regulacja-kloszy.jpg,https://light-home.pl/5182-thickbox_default/lampa-sufitowa-zyrandol-nowoczesny-regulacja-kloszy.jpg,https://light-home.pl/5183-thickbox_default/lampa-sufitowa-zyrandol-nowoczesny-regulacja-kloszy.jpg,https://light-home.pl/5184-thickbox_default/lampa-sufitowa-zyrandol-nowoczesny-regulacja-kloszy.jpg,https://light-home.pl/5185-thickbox_default/lampa-sufitowa-zyrandol-nowoczesny-regulacja-kloszy.jpg,https://light-home.pl/5186-thickbox_default/lampa-sufitowa-zyrandol-nowoczesny-regulacja-kloszy.jpg,https://light-home.pl/5187-thickbox_default/lampa-sufitowa-zyrandol-nowoczesny-regulacja-kloszy.jpg,https://light-home.pl/5188-thickbox_default/lampa-sufitowa-zyrandol-nowoczesny-regulacja-kloszy.jpg,https://light-home.pl/5189-thickbox_default/lampa-sufitowa-zyrandol-nowoczesny-regulacja-kloszy.jpg,";"<p>Oświetl swoje wnętrza lampą, która będzie oryginalną dekoracją Twoich wnętrz. Nowoczesna, minimalistyczna lampa sufitowa nie tylko dokładnie oświetli całe pomieszczenie. Swoim designem sprawi, że Twoja wnętrza staną przytulne, stylowa i eleganckie.<br><br/></br></p>";"Materiały wykonania:Metal malowany proszkowo:1,Kolor:Czarny:2,Wymiary:Szerokość max. 50 cm/ podstawa 30x30 cm:3,Wymiary Klosza:Szerokość 14 cm/ wysokość 12/5 cm:4,Regulacja kąta światła:Tak/ pod dowolnym kątem i kierunkiem:5,Zasilanie:~230 [V] / nie wymaga transformatora/ możliwość podłączenia pod podwójny przełącznik:6,Kompatybilne żarówki:LED / energooszczędna / zwykła / max 60W/ brak w zestawie:7,Rodzaj gwintu:żarówka gwint E27:8,Gwarancja:24 miesiące:9,Rodzaj klosza:Metalowy:10,Styl:Loft:11,Styl:Nowoczesny:12,Ilość źródeł światła:4 źródła:13,Regulacja wysokości:Nie:14,";"139,00 zł";"1";"29";"Light Home ";"TORI 2010/4/KP";"TORI 2010/4/KP";"10"
"230";"Nowoczesny Kinkiet Czarny Chrom Lampa na Ścianę";"https://light-home.pl/5190-thickbox_default/nowoczesny-kinkiet-czarny-chrom-lampa-na-sciane.jpg,https://light-home.pl/5191-thickbox_default/nowoczesny-kinkiet-czarny-chrom-lampa-na-sciane.jpg,https://light-home.pl/5192-thickbox_default/nowoczesny-kinkiet-czarny-chrom-lampa-na-sciane.jpg,https://light-home.pl/5193-thickbox_default/nowoczesny-kinkiet-czarny-chrom-lampa-na-sciane.jpg,https://light-home.pl/5194-thickbox_default/nowoczesny-kinkiet-czarny-chrom-lampa-na-sciane.jpg,https://light-home.pl/5195-thickbox_default/nowoczesny-kinkiet-czarny-chrom-lampa-na-sciane.jpg,https://light-home.pl/5196-thickbox_default/nowoczesny-kinkiet-czarny-chrom-lampa-na-sciane.jpg,https://light-home.pl/5197-thickbox_default/nowoczesny-kinkiet-czarny-chrom-lampa-na-sciane.jpg,https://light-home.pl/5198-thickbox_default/nowoczesny-kinkiet-czarny-chrom-lampa-na-sciane.jpg,https://light-home.pl/5199-thickbox_default/nowoczesny-kinkiet-czarny-chrom-lampa-na-sciane.jpg,";"<p>Designerskie oświetlenie, które uczyni Twoje wnętrza niepowtarzalnymi. Oryginalny wygląd klosza, chromowana podsufitka i czarny kolor dodadzą pomieszczeniu elegancji i nowoczesności.<br><br/></br></p>";"Materiały wykonania:Metal malowany proszkowo:1,Kolor:Czarny:2,Wymiary:Szerokość 24 [cm] wysokość 25 [cm]:3,Wymiary Klosza:Szerokość 14 cm/ wysokość 12/5 cm:4,Regulacja kąta światła:Tak/ pod dowolnym kątem i kierunkiem:5,Zasilanie: ~230[V]/ nie wymaga transformatora:6,Kompatybilne żarówki:LED / energooszczędna / zwykła / max 60W/ brak w zestawie:7,Rodzaj gwintu:żarówka gwint E27:8,Gwarancja:24 miesiące:9,Rodzaj klosza:Metalowy:10,Styl:Loft:11,Styl:Nowoczesny:12,Ilość źródeł światła:1 źródło:13,Regulacja wysokości:Nie:14,";"49,00 zł";"1";"41";"Light Home ";"TORI 2010/KP";"TORI 2010/KP";"10"
"231";"Lampa Plafon Kinkiet Ruchomy Stylowy";"https://light-home.pl/5208-thickbox_default/lampa-plafon-kinkiet-ruchomy-stylowy.jpg,https://light-home.pl/5209-thickbox_default/lampa-plafon-kinkiet-ruchomy-stylowy.jpg,https://light-home.pl/5210-thickbox_default/lampa-plafon-kinkiet-ruchomy-stylowy.jpg,https://light-home.pl/5211-thickbox_default/lampa-plafon-kinkiet-ruchomy-stylowy.jpg,https://light-home.pl/5212-thickbox_default/lampa-plafon-kinkiet-ruchomy-stylowy.jpg,https://light-home.pl/5213-thickbox_default/lampa-plafon-kinkiet-ruchomy-stylowy.jpg,https://light-home.pl/5214-thickbox_default/lampa-plafon-kinkiet-ruchomy-stylowy.jpg,https://light-home.pl/5215-thickbox_default/lampa-plafon-kinkiet-ruchomy-stylowy.jpg,";"<p>Funkcjonalne i stylowe oświetlenie, które stanie się główną dekoracją Twojego mieszkania. Minimalistyczny, designerski wygląd klosza uczyni wnętrza niepowtarzalnymi.<br><br/></br></p>";"Materiały wykonania:Metal malowany proszkowo:1,Kolor:Czarny:2,Wymiary:Szerokość 14 cm/ wysokość 24 cm:3,Wymiary Klosza:Szerokość 14 cm/ wysokość 12/5 cm:4,Regulacja kąta światła:Tak:5,Zasilanie: ~230[V]/ nie wymaga transformatora:6,Kompatybilne żarówki:LED / energooszczędna / zwykła / max 60W/ brak w zestawie:7,Rodzaj gwintu:żarówka gwint E27:8,Gwarancja:24 miesiące:9,Rodzaj klosza:Metalowy:10,Styl:Loft:11,Styl:Nowoczesny:12,Ilość źródeł światła:1 źródło:13,Regulacja wysokości:Nie:14,";"49,00 zł";"1";"44";"Light Home ";"TORI 2010/P";"TORI 2010/P";"10"
"232";"Lampa w Stylu Loft Nowoczesna Klosze Metal";"https://light-home.pl/5216-thickbox_default/lampa-w-stylu-loft-nowoczesna-klosze-metal.jpg,https://light-home.pl/5217-thickbox_default/lampa-w-stylu-loft-nowoczesna-klosze-metal.jpg,https://light-home.pl/5218-thickbox_default/lampa-w-stylu-loft-nowoczesna-klosze-metal.jpg,https://light-home.pl/5219-thickbox_default/lampa-w-stylu-loft-nowoczesna-klosze-metal.jpg,https://light-home.pl/5220-thickbox_default/lampa-w-stylu-loft-nowoczesna-klosze-metal.jpg,https://light-home.pl/5221-thickbox_default/lampa-w-stylu-loft-nowoczesna-klosze-metal.jpg,https://light-home.pl/5222-thickbox_default/lampa-w-stylu-loft-nowoczesna-klosze-metal.jpg,";"<p>Regulowana lampa wisząca to nie tylko funkcjonalne oświetlenie. Lampa swoim wyglądem doda wnętrzom niepowtarzalnego i wyjątkowego klimatu. Oświetlenie pasuje do wnętrz w stylu loft jaki i nowoczesnym.<br><br/></br></p>";"Materiały wykonania:Metal malowany proszkowo:1,Kolor:Czarny:2,Wymiary:Wysokość 100 cm (regulowana)/ średnica podstawy 30 cm:3,Wymiary Klosza:Średnica 18 cm/ wysokość 13 cm:4,Regulacja kąta światła:Nie:5,Zasilanie:~230 [V] / nie wymaga transformatora/ możliwość podłączenia pod podwójny przełącznik:6,Kompatybilne żarówki:LED / energooszczędna / zwykła / max 60W/ brak w zestawie:7,Rodzaj gwintu:żarówka gwint E27:8,Gwarancja:24 miesiące:9,Rodzaj klosza:Metalowy:10,Styl:Loft:11,Styl:Nowoczesny:12,Ilość źródeł światła:3 źródła:13,Regulacja wysokości:Tak:14,";"99,00 zł";"1";"42";"Light Home ";"EDISON 1502/3/OW";"EDISON 1502/3/OW";"10"
